File.ID,Script.Content,Defect.Label,,misconfigured_snippet,related_cwe,misconfiguration_label,verification
214,"class plugin_purestorage_cinder::controller ( $section, $glance_image_cache, $glance_image_count, $glance_image_size, $replication, $remote_array, $remote_ip, $remote_api, $replication_default, $replication_interval, $replication_short, $replication_long_day, $replication_long, $eradicate, $local_ip, $local_api, $local_chap, $local_multipath, $protocol, $consis_group, $fczm_config, $fc_vendor, $fabric_count, $fabric_name_1, $fabric_name_2, $fc_ip_1, $fc_ip_2, $fc_user_1, $fc_user_2, $fc_passwd_1, $fc_passwd_2, $fc_prefix_1, $fc_prefix_2, $fc_vsan_1, $fc_vsan_2 ) { include plugin_purestorage_cinder::common include ::cinder::params include ::cinder::client include ::keystone::client ini_subsetting {'enable_cinder_pure_backend': ensure => present, section => 'default', key_val_separator => '=', path => '/etc/cinder/cinder.conf', setting => 'enabled_backends', subsetting => ""${section}"", subsetting_separator => ',', } package {""purestorage"": ensure => ""installed"", provider => pip } if $::cinder::params::volume_package { package { $::cinder::params::volume_package: ensure => present, } package[$::cinder::params::volume_package] -> cinder_config<||> } cinder_type {'pure_vol': ensure => present, properties => ['volume_backend_name=pure'], } cinder_config { ""default/default_volume_type"": value => 'pure_vol'; } if $glance_image_cache{ cinder_config { ""default/cinder_internal_tenant_project_id"": value => ""123456789abcdef123456789abcdef12""; ""default/cinder_internal_tenant_user_id"": value => ""123456789abcdef123456789abcdef13""; ""$section/image_volume_cache_enabled"": value => $glance_image_cache; ""$section/image_volume_cache_max_count"": value => $glance_image_count; ""$section/image_volume_cache_max_size_gb"": value => $glance_image_size; } } if $replication == 'true' { $device = join([""backend_id:"" ,$remote_array,"",san_ip:"",$remote_ip,"",api_token:"",$remote_api],'') cinder_config { ""$section/replication_device"": value => ""$device""; } if $replication_default == 'false' { cinder_config { ""$section/pure_replica_interval_default"": value => $replication_interval; ""$section/pure_replica_retention_short_term_default"": value => $replication_short; ""$section/pure_replica_retention_long_term_per_day_default"": value => $replication_long_day; ""$section/pure_replica_retention_long_term_default"": value => $replication_long; } } } if $eradicate == 'true' { cinder_config { ""$section/pure_eradicate_on_delete"": value => $eradicate; } } cinder::backend::pure { $section : san_ip => $local_ip, pure_api_token => $local_api, volume_backend_name => $section, use_chap_auth => $local_chap, use_multipath_for_image_xfer => $local_multipath, pure_storage_protocol => $protocol, extra_options => { ""$section/backend_host"" => { value => $section } } } if $consis_group == 'true' { file {'policy.json': path => '/etc/cinder/policy.json', mode => '0644', owner => cinder, group => cinder, source => 'puppet:///modules/plugin_purestorage_cinder/policy.json', } } if ($protocol == 'fc') and ($fczm_config == 'automatic') { cinder_config { ""$section/zoning_mode"": value => ""fabric""; } case $fc_vendor { 'brocade': { cinder_config { ""fc-zone-manager/brcd_sb_connector"": value => ""cinder.zonemanager.drivers.brocade.brcd_fc_zone_client_cli.brcdfczoneclientcli""; ""fc-zone-manager/fc_san_lookup_service"": value => ""cinder.zonemanager.drivers.brocade.brcd_fc_san_lookup_service.brcdfcsanlookupservice""; ""fc-zone-manager/zone_driver"": value => ""cinder.zonemanager.drivers.brocade.brcd_fc_zone_driver.brcdfczonedriver""; } } 'cisco': { cinder_config { ""fc-zone-manager/cisco_sb_connector"": value => ""cinder.zonemanager.drivers.cisco.cisco_fc_zone_client_cli.ciscofczoneclientcli""; ""fc-zone-manager/fc_san_lookup_service"": value => ""cinder.zonemanager.drivers.cisco.cisco_fc_san_lookup_service.ciscofcsanlookupservice""; ""fc-zone-manager/zone_driver"": value => ""cinder.zonemanager.drivers.cisco.cisco_fc_zone_driver.ciscofczonedriver""; } } } case $fabric_count { '1': { cinder_config { ""fc-zone-manager/fc_fabric_names"": value => $fabric_name_1; } } '2': { cinder_config { ""fc-zone-manager/fc_fabric_names"": value => join([$fabric_name_1,"", "",$fabric_name_2],''); } } } $fabric_zone_1 = $fabric_name_1 $fabric_zone_2 = $fabric_name_2 case $fc_vendor { 'brocade': { cinder_config { ""$fabric_zone_1/fc_fabric_address"": value => $fc_ip_1; ""$fabric_zone_1/fc_fabric_user"": value => $fc_user_1; ""$fabric_zone_1/fc_fabric_password"": value => $fc_passwd_1; ""$fabric_zone_1/fc_fabric_port"": value => '22'; ""$fabric_zone_1/zoning_policy"": value => 'initiator-target'; ""$fabric_zone_1/zone_activate"": value => 'true'; ""$fabric_zone_1/zone_name_prefix"": value => join([$fabric_name_1,""_""],''); } if $fabric_count == '2' { cinder_config { ""$fabric_zone_2/fc_fabric_address"": value => $fc_ip_2; ""$fabric_zone_2/fc_fabric_user"": value => $fc_user_2; ""$fabric_zone_2/fc_fabric_password"": value => $fc_passwd_2; ""$fabric_zone_2/fc_fabric_port"": value => '22'; ""$fabric_zone_2/zoning_policy"": value => 'initiator-target'; ""$fabric_zone_2/zone_activate"": value => 'true'; ""$fabric_zone_2/zone_name_prefix"": value => join([$fabric_name_2,""_""],''); } } } 'cisco': { cinder_config { ""$fabric_zone_1/cisco_fc_fabric_address"": value => $fc_ip_1; ""$fabric_zone_1/cisco_fc_fabric_user"": value => $fc_user_1; ""$fabric_zone_1/cisco_fc_fabric_password"": value => $fc_passwd_1; ""$fabric_zone_1/cisco_fc_fabric_port"": value => '22'; ""$fabric_zone_1/cisco_zoning_vsan"": value => $fc_vsan_1; ""$fabric_zone_1/cisco_zoning_policy"": value => 'initiator-target'; ""$fabric_zone_1/cisco_zone_activate"": value => 'true'; ""$fabric_zone_1/cisco_zone_name_prefix"": value => join([$fabric_name_1,""_""],''); } if $fabric_count == '2' { cinder_config { ""$fabric_zone_2/cisco_fc_fabric_address"": value => $fc_ip_2; ""$fabric_zone_2/cisco_fc_fabric_user"": value => $fc_user_2; ""$fabric_zone_2/cisco_fc_fabric_password"": value => $fc_passwd_2; ""$fabric_zone_2/cisco_fc_fabric_port"": value => '22'; ""$fabric_zone_2/cisco_zoning_vsan"": value => $fc_vsan_2; ""$fabric_zone_2/cisco_zoning_policy"": value => 'initiator-target'; ""$fabric_zone_2/cisco_zone_activate"": value => 'true'; ""$fabric_zone_2/cisco_zone_name_prefix"": value => join([$fabric_name_2,""_""],''); } } } } } cinder_config<||> ~> service['cinder_volume'] service { 'cinder_volume': ensure => running, name => $::cinder::params::volume_service, enable => true, hasstatus => true, hasrestart => true, } }",1,214,"""$fabric_zone_1/fc_fabric_password"": value => $fc_passwd_1; | ""$fabric_zone_2/fc_fabric_password"": value => $fc_passwd_2; | ""$fabric_zone_1/cisco_fc_fabric_password"": value => $fc_passwd_1; | ""$fabric_zone_2/cisco_fc_fabric_password"": value => $fc_passwd_2;","CWE-260, CWE-260, CWE-260, CWE-260",1,1
215,"class murano::keystone::cfapi_auth( $password, $service_name = 'murano-cfapi', $auth_name = 'murano-cfapi', $email = 'murano@localhost', $tenant = 'services', $service_type = 'service-broker', $service_description = 'murano service broker api', $configure_endpoint = true, $region = 'regionone', $public_url = 'http://127.0.0.1:8083', $admin_url = 'http://127.0.0.1:8083', $internal_url = 'http://127.0.0.1:8083', ) { keystone::resource::service_identity { 'murano-cfapi': configure_user => false, configure_user_role => false, configure_endpoint => $configure_endpoint, service_name => $service_name, service_type => $service_type, service_description => $service_description, region => $region, auth_name => $auth_name, password => $password, email => $email, tenant => $tenant, public_url => $public_url, admin_url => $admin_url, internal_url => $internal_url, } }",0,215,,,0,1
216,"class tripleo::profile::base::nova::consoleauth ( $step = hiera('step'), ) { if $step >= 4 { include ::tripleo::profile::base::nova include ::nova::consoleauth } }",0,216,,,0,1
217,"class fuel::bootstrap_cli( $bootstrap_cli_package = 'fuel-bootstrap-cli', $settings = {}, $direct_repo_addresses = ['127.0.0.1'], $config_path = '/etc/fuel-bootstrap-cli/fuel_bootstrap_cli.yaml', $config_wgetrc = false, ) { $additional_settings = {'direct_repo_addresses' => $direct_repo_addresses} $custom_settings = merge($settings, $additional_settings) ensure_packages([$bootstrap_cli_package]) merge_yaml_settings { $config_path : ensure => 'present', path => $config_path, original_data => $config_path, override_data => $custom_settings, require => package[$bootstrap_cli_package], } if $config_wgetrc { augeas { 'add robust wgetrc settings': lens => 'simplevars.lns', incl => '/etc/wgetrc', changes => [ 'set timeout 60', 'set waitretry 2', 'set tries 5', 'set dot_style mega', 'set retry_connrefused on', ] } } }",1,217,direct_repo_addresses' => $direct_repo_addresses,CWE-200,1,1
218,"class glance::backend::file( $filesystem_store_datadir = '/var/lib/glance/images/', $multi_store = false, $glare_enabled = false, ) { include ::glance::deps glance_api_config { 'glance_store/filesystem_store_datadir': value => $filesystem_store_datadir; } if $glare_enabled { glance_glare_config { 'glance_store/filesystem_store_datadir': value => $filesystem_store_datadir; } } if !$multi_store { glance_api_config { 'glance_store/default_store': value => 'file'; } if $glare_enabled { glance_glare_config { 'glance_store/default_store': value => 'file'; } } } glance_cache_config { 'glance_store/filesystem_store_datadir': value => $filesystem_store_datadir; } }",0,218,,,0,1
219,class { '::osnailyfacter::ceph::ceph_osd' :} class { '::osnailyfacter::upgrade::ceph_service' :},1,219,,,0,1
220,"class users::builder { include config anchor { 'users::builder::begin': ; 'users::builder::end': ; } $username = $::config::builder_username $group = $::operatingsystem ? { darwin => 'staff', default => $username } case $::operatingsystem { ubuntu: { $grouplist = [""audio"",""video""] } darwin: { if ($::macosx_productversion_major == ""10.10"") { exec { ""enable-devtoolssecurity"" : command => ""/usr/sbin/devtoolssecurity -enable"", refreshonly => true ; } file { ""/var/lib/puppet/.devtoolssecurity-enabled"" : content => ""devtoolssecurity-enabled"", notify => exec[""enable-devtoolssecurity""] ; } $grouplist = [""_developer""] } } default: { $grouplist = [] } } $home = $::operatingsystem ? { darwin => ""/users/$username"", windows => ""c:/users/$username"", default => ""/home/$username"" } class { 'users::builder::account': stage => users, username => $username, group => $group, grouplist => $grouplist, home => $home; } anchor['users::builder::begin'] -> class { 'users::builder::setup': username => $username, group => $group, home => $home; } -> anchor['users::builder::end'] }",1,220,,,0,1
221,"class openstack::reserved_ports ( $ports = '35357,41055-41056,49000-49001,55572,58882' ) { sysctl::value { 'net.ipv4.ip_local_reserved_ports': value => $ports } }",0,221,,,0,1
222,"class neutron::services::vpnaas ( $package_ensure = 'present', $service_providers = $::os_service_default, ) { include ::neutron::params if !is_service_default($service_providers) { warning('service_providers in neutron::services::vpnaas is deprecated in newton release, please use service provider in neutron::server class') } ensure_resource( 'package', 'neutron-vpnaas-agent', { ensure => $package_ensure, name => $::neutron::params::vpnaas_agent_package, tag => ['openstack', 'neutron-package'], }) if !is_service_default($service_providers) { neutron_vpnaas_service_config { 'service_providers/service_provider': value => $service_providers, } } }",0,222,,,0,1
223,"class monasca::notification( $notification_user = 'monasca-notification', $from_email_address = '', $install_python_deps = true, $kafka_brokers = 'localhost:9092', $pagerduty_url = 'https://events.pagerduty.com/generic/2010-04-15/create_event.json', $periodic_kafka_topics = ['60: 60-seconds-notifications'], $periodic_zookeeper_paths = ['60: /notification/60_seconds'], $python_dep_ensure = 'present', $smtp_password = '', $smtp_port = 25, $smtp_server = 'localhost', $smtp_user = '', $virtual_env = '/var/www/monasca-notification', $webhook_url = '', $zookeeper_servers = 'localhost:2181', ) { include ::monasca::params $sql_host = $::monasca::params::sql_host $sql_user = $::monasca::params::sql_user $sql_password = $::monasca::params::sql_password $sql_port = $::monasca::params::sql_port $cfg_file = '/etc/monasca/notification.yaml' $startup_script = '/etc/init/monasca-notification.conf' if $install_python_deps { package { ['python-virtualenv', 'python-dev']: ensure => $python_dep_ensure, before => python::virtualenv[$virtual_env], } } python::virtualenv { $virtual_env : owner => 'root', group => 'root', require => [package['python-virtualenv'],package['python-dev']], } python::pip { 'monasca-notification' : virtualenv => $virtual_env, owner => 'root', require => python::virtualenv[$virtual_env], } user { $notification_user: ensure => present, groups => $::monasca::group, require => group[$::monasca::group], } file { $cfg_file: ensure => file, content => template('monasca/notification.yaml.erb'), mode => '0644', owner => $notification_user, group => $::monasca::group, require => [user[$notification_user], group[$::monasca::group], file[$::monasca::log_dir]], } ~> service['monasca-notification'] service { 'monasca-notification': ensure => running, require => [file[$cfg_file], file[$startup_script]], tag => 'monasca-service', } file { $startup_script: ensure => file, content => template('monasca/notification.conf.erb'), mode => '0755', owner => 'root', group => 'root', } ~> service['monasca-notification'] }",1,223,"python::virtualenv { $virtual_env : owner => 'root', group => 'root', require => [package['python-virtualenv'],package['python-dev']], }",CWE-250,1,1
224,"class role::thumbor ( ) { require ::role::varnish require ::role::statsd require ::role::memcached require ::role::pagedtiffhandler require ::role::pdfhandler require ::role::swift require ::role::timedmediahandler require ::role::multimedia require ::role::vipsscaler require ::role::wikimediamaintenance include ::role::sentry include ::apache::mod::proxy include ::apache::mod::proxy_http include ::apache::mod::headers include ::thumbor $ports = sequence_array(8889, inline_template('<%= `nproc` %>')) nginx::site { 'thumbor': content => template('role/thumbor/nginx.conf.erb'), notify => service['nginx'], } mediawiki::settings { 'thumbor-repo': values => template('role/thumbor/local_repo.php.erb'), priority => 20, } mediawiki::settings { 'thumbor': values => { 'wgtiffusetiffinfo' => false, 'wgignoreimageerrors' => true, 'wgdjvurenderer' => '/usr/bin/ddjvu', 'wgdjvudump' => '/usr/bin/djvudump', 'wgdjvutoxml' => '/usr/bin/djvutoxml', 'wgdjvutxt' => '/usr/bin/djvutxt', 'wgdjvupostprocessor' => '/usr/bin/ppmtojpeg', 'wgdjvuoutputextension' => 'jpg', 'wgfileextensions' => [ 'apng', 'png', 'gif', 'jpg', 'jpe', 'jpeg', 'xcf', 'svg', 'ogv', 'webm', 'djvu', 'pdf', 'tiff', 'tif', ], }, } }",1,224,"$ports = sequence_array(8889, inline_template('<%= `nproc` %>'))",CWE-78,1,1
225,"class role::commons( $upload_dir, ) { require ::role::mediawiki include ::role::multimedia include ::role::thumb_on_404 mediawiki::wiki { 'commons': upload_dir => $upload_dir, priority => $::load_early, } role::thumb_on_404::multiwiki { 'commons': } mediawiki::settings { 'commons:general': values => { wguseinstantcommons => false, wgcrosssiteajaxdomains => ['*'], }, } mediawiki::settings { 'commons_foreignrepo': values => template('role/commons/foreign_repo.php.erb'), } mediawiki::extension { 'globalusage': needs_update => true, settings => { wgglobalusagedatabase => 'commonswiki', }, require => mediawiki::wiki['commons'], } mediawiki::maintenance { 'refresh globalusage table': command => '/usr/local/bin/foreachwikiwithextension globalusage extensions/globalusage/refreshglobalimagelinks.php --pages existing,nonexisting', cwd => $::mediawiki::dir, require => mediawiki::extension['globalusage'], } }",1,225,wgcrosssiteajaxdomains => ['*'],CWE-942,1,1
